ubigeo,departamento,provincia,distrito,ubigeo_reniec,ubigeo_sunat
110107,Ica,Ica,Pueblo Nuevo,100105,110107
110108,Ica,Ica,Salas,100106,110108
110109,Ica,Ica,San José de Los Molinos,100107,110109
110110,Ica,Ica,San Juan Bautista,100108,110110
110111,Ica,Ica,Santiago,100109,110111
110112,Ica,Ica,Subtanjalla,100110,110112
110113,Ica,Ica,Tate,100112,110113
110114,Ica,Ica,Yauca del Rosario,100111,110114
110201,Ica,Chincha,Chincha Alta,100201,110201
110202,Ica,Chincha,Alto Laran,100209,110202
110203,Ica,Chincha,Chavin,100202,110203
110204,Ica,Chincha,Chincha Baja,100203,110204
110205,Ica,Chincha,El Carmen,100204,110205
110206,Ica,Chincha,Grocio Prado,100205,110206
110207,Ica,Chincha,Pueblo Nuevo,100210,110207
110208,Ica,Chincha,San Juan de Yanac,100211,110208
110209,Ica,Chincha,San Pedro de Huacarpana,100206,110209
110210,Ica,Chincha,Sunampe,100207,110210
110211,Ica,Chincha,Tambo de Mora,100208,110211
110301,Ica,Nasca,Nasca,100301,110301
110302,Ica,Nasca,Changuillo,100302,110302
110303,Ica,Nasca,El Ingenio,100303,110303
110304,Ica,Nasca,Marcona,100304,110304
110305,Ica,Nasca,Vista Alegre,100305,110305
110401,Ica,Palpa,Palpa,100501,110401
110402,Ica,Palpa,Llipata,100502,110402
110403,Ica,Palpa,Río Grande,100503,110403
110404,Ica,Palpa,Santa Cruz,100504,110404
110405,Ica,Palpa,Tibillo,100505,110405
110501,Ica,Pisco,Pisco,100401,110501
110502,Ica,Pisco,Huancano,100402,110502
110503,Ica,Pisco,Humay,100403,110503
110504,Ica,Pisco,Independencia,100404,110504
110505,Ica,Pisco,Paracas,100405,110505
110506,Ica,Pisco,San Andrés,100406,110506
110507,Ica,Pisco,San Clemente,100407,110507
110508,Ica,Pisco,Tupac Amaru Inca,100408,110508
120101,Junín,Huancayo,Huancayo,110101,120101
120104,Junín,Huancayo,Carhuacallanga,110103,120104
120105,Junín,Huancayo,Chacapampa,110106,120105
120106,Junín,Huancayo,Chicche,110107,120106
120107,Junín,Huancayo,Chilca,110108,120107
120108,Junín,Huancayo,Chongos Alto,110109,120108
120111,Junín,Huancayo,Chupuro,110112,120111
120112,Junín,Huancayo,Colca,110104,120112
120113,Junín,Huancayo,Cullhuas,110105,120113
120114,Junín,Huancayo,El Tambo,110113,120114
120116,Junín,Huancayo,Huacrapuquio,110114,120116
120117,Junín,Huancayo,Hualhuas,110116,120117
120119,Junín,Huancayo,Huancan,110118,120119
120120,Junín,Huancayo,Huasicancha,110119,120120
120121,Junín,Huancayo,Huayucachi,110120,120121
120122,Junín,Huancayo,Ingenio,110121,120122
120124,Junín,Huancayo,Pariahuanca,110122,120124
120125,Junín,Huancayo,Pilcomayo,110123,120125
120126,Junín,Huancayo,Pucara,110124,120126
120127,Junín,Huancayo,Quichuay,110125,120127
120128,Junín,Huancayo,Quilcas,110126,120128
120129,Junín,Huancayo,San Agustín,110127,120129
120130,Junín,Huancayo,San Jerónimo de Tunan,110128,120130
120132,Junín,Huancayo,Saño,110132,120132
120133,Junín,Huancayo,Sapallanga,110133,120133
120134,Junín,Huancayo,Sicaya,110134,120134
120135,Junín,Huancayo,Santo Domingo de Acobamba,110131,120135
120136,Junín,Huancayo,Viques,110136,120136
120201,Junín,Concepción,Concepción,110201,120201
120202,Junín,Concepción,Aco,110202,120202
120203,Junín,Concepción,Andamarca,110203,120203
120204,Junín,Concepción,Chambara,110206,120204
120205,Junín,Concepción,Cochas,110205,120205
120206,Junín,Concepción,Comas,110204,120206
120207,Junín,Concepción,Heroínas Toledo,110207,120207
120208,Junín,Concepción,Manzanares,110208,120208
120209,Junín,Concepción,Mariscal Castilla,110209,120209
120210,Junín,Concepción,Matahuasi,110210,120210
120211,Junín,Concepción,Mito,110211,120211
120212,Junín,Concepción,Nueve de Julio,110212,120212
120213,Junín,Concepción,Orcotuna,110213,120213
120214,Junín,Concepción,San José de Quero,110215,120214
120215,Junín,Concepción,Santa Rosa de Ocopa,110214,120215
120301,Junín,Chanchamayo,Chanchamayo,110801,120301
120302,Junín,Chanchamayo,Perene,110806,120302
120303,Junín,Chanchamayo,Pichanaqui,110805,120303
120304,Junín,Chanchamayo,San Luis de Shuaro,110804,120304
120305,Junín,Chanchamayo,San Ramón,110802,120305
120306,Junín,Chanchamayo,Vitoc,110803,120306
120401,Junín,Jauja,Jauja,110301,120401
120402,Junín,Jauja,Acolla,110302,120402
120403,Junín,Jauja,Apata,110303,120403
120404,Junín,Jauja,Ataura,110304,120404
120405,Junín,Jauja,Canchayllo,110305,120405
120406,Junín,Jauja,Curicaca,110331,120406
120407,Junín,Jauja,El Mantaro,110306,120407
120408,Junín,Jauja,Huamali,110307,120408
120409,Junín,Jauja,Huaripampa,110308,120409
120410,Junín,Jauja,Huertas,110309,120410
120411,Junín,Jauja,Janjaillo,110310,120411
120412,Junín,Jauja,Julcán,110311,120412
120413,Junín,Jauja,Leonor Ordóñez,110312,120413
120414,Junín,Jauja,Llocllapampa,110313,120414
120415,Junín,Jauja,Marco,110314,120415
120416,Junín,Jauja,Masma,110315,120416
120417,Junín,Jauja,Masma Chicche,110332,120417
120418,Junín,Jauja,Molinos,110316,120418
120419,Junín,Jauja,Monobamba,110317,120419
120420,Junín,Jauja,Muqui,110318,120420
120421,Junín,Jauja,Muquiyauyo,110319,120421
120422,Junín,Jauja,Paca,110320,120422
120423,Junín,Jauja,Paccha,110321,120423
120424,Junín,Jauja,Pancan,110322,120424
120425,Junín,Jauja,Parco,110323,120425
120426,Junín,Jauja,Pomacancha,110324,120426
120427,Junín,Jauja,Ricran,110325,120427
120428,Junín,Jauja,San Lorenzo,110326,120428
120429,Junín,Jauja,San Pedro de Chunan,110327,120429
120430,Junín,Jauja,Sausa,110333,120430
120431,Junín,Jauja,Sincos,110328,120431
120432,Junín,Jauja,Tunan Marca,110329,120432
120433,Junín,Jauja,Yauli,110330,120433
120434,Junín,Jauja,Yauyos,110334,120434
120501,Junín,Junín,Junin,110401,120501
120502,Junín,Junín,Carhuamayo,110402,120502
120503,Junín,Junín,Ondores,110403,120503
120504,Junín,Junín,Ulcumayo,110404,120504
120601,Junín,Satipo,Satipo,110701,120601
120602,Junín,Satipo,Coviriali,110702,120602
120603,Junín,Satipo,Llaylla,110703,120603
120604,Junín,Satipo,Mazamari,110704,120604
120605,Junín,Satipo,Pampa Hermosa,110705,120605
120606,Junín,Satipo,Pangoa,110706,120606
120607,Junín,Satipo,Río Negro,110707,120607
120608,Junín,Satipo,Río Tambo,110708,120608
120609,Junín,Satipo,Vizcatan del Ene,,
120701,Junín,Tarma,Tarma,110501,120701
120702,Junín,Tarma,Acobamba,110502,120702
120703,Junín,Tarma,Huaricolca,110503,120703
120704,Junín,Tarma,Huasahuasi,110504,120704
120705,Junín,Tarma,La Unión,110505,120705
120706,Junín,Tarma,Palca,110506,120706
120707,Junín,Tarma,Palcamayo,110507,120707
120708,Junín,Tarma,San Pedro de Cajas,110508,120708
120709,Junín,Tarma,Tapo,110509,120709
120801,Junín,Yauli,La Oroya,110601,120801
120802,Junín,Yauli,Chacapalpa,110602,120802
120803,Junín,Yauli,Huay-Huay,110603,120803
120804,Junín,Yauli,Marcapomacocha,110604,120804
120805,Junín,Yauli,Morococha,110605,120805
120806,Junín,Yauli,Paccha,110606,120806
120807,Junín,Yauli,Santa Bárbara de Carhuacayan,110607,120807
120808,Junín,Yauli,Santa Rosa de Sacco,110610,120808
120809,Junín,Yauli,Suitucancha,110608,120809
120810,Junín,Yauli,Yauli,110609,120810
120901,Junín,Chupaca,Chupaca,110901,120901
120902,Junín,Chupaca,Ahuac,110902,120902
120903,Junín,Chupaca,Chongos Bajo,110903,120903
120904,Junín,Chupaca,Huachac,110904,120904
120905,Junín,Chupaca,Huamancaca Chico,110905,120905
120906,Junín,Chupaca,San Juan de Iscos,110906,120906
120907,Junín,Chupaca,San Juan de Jarpa,110907,120907
120908,Junín,Chupaca,Tres de Diciembre,110908,120908
120909,Junín,Chupaca,Yanacancha,110909,120909
130101,La Libertad,Trujillo,Trujillo,120101,130101
130102,La Libertad,Trujillo,El Porvenir,120110,130102
130103,La Libertad,Trujillo,Florencia de Mora,120112,130103
130104,La Libertad,Trujillo,Huanchaco,120102,130104
130105,La Libertad,Trujillo,La Esperanza,120111,130105
130106,La Libertad,Trujillo,Laredo,120103,130106
130107,La Libertad,Trujillo,Moche,120104,130107
130108,La Libertad,Trujillo,Poroto,120109,130108
130109,La Libertad,Trujillo,Salaverry,120105,130109
130110,La Libertad,Trujillo,Simbal,120106,130110
130111,La Libertad,Trujillo,Victor Larco Herrera,120107,130111
130201,La Libertad,Ascope,Ascope,120801,130201
130202,La Libertad,Ascope,Chicama,120802,130202
130203,La Libertad,Ascope,Chocope,120803,130203
130204,La Libertad,Ascope,Magdalena de Cao,120805,130204
130205,La Libertad,Ascope,Paijan,120806,130205
130206,La Libertad,Ascope,Rázuri,120807,130206
130207,La Libertad,Ascope,Santiago de Cao,120804,130207
130208,La Libertad,Ascope,Casa Grande,120808,130208
130301,La Libertad,Bolívar,Bolívar,120201,130301
130302,La Libertad,Bolívar,Bambamarca,120202,130302
130303,La Libertad,Bolívar,Condormarca,120203,130303
130304,La Libertad,Bolívar,Longotea,120204,130304
130305,La Libertad,Bolívar,Uchumarca,120206,130305
130306,La Libertad,Bolívar,Ucuncha,120205,130306
130401,La Libertad,Chepén,Chepen,120901,130401
130402,La Libertad,Chepén,Pacanga,120902,130402
130403,La Libertad,Chepén,Pueblo Nuevo,120903,130403
130501,La Libertad,Julcán,Julcan,121001,130501
130502,La Libertad,Julcán,Calamarca,121003,130502
130503,La Libertad,Julcán,Carabamba,121002,130503
130504,La Libertad,Julcán,Huaso,121004,130504
130601,La Libertad,Otuzco,Otuzco,120401,130601
130602,La Libertad,Otuzco,Agallpampa,120402,130602
130604,La Libertad,Otuzco,Charat,120403,130604
130605,La Libertad,Otuzco,Huaranchal,120404,130605
130606,La Libertad,Otuzco,La Cuesta,120405,130606
130608,La Libertad,Otuzco,Mache,120413,130608
130610,La Libertad,Otuzco,Paranday,120408,130610
130611,La Libertad,Otuzco,Salpo,120409,130611
130613,La Libertad,Otuzco,Sinsicap,120410,130613
130614,La Libertad,Otuzco,Usquil,120411,130614
130701,La Libertad,Pacasmayo,San Pedro de Lloc,120501,130701
130702,La Libertad,Pacasmayo,Guadalupe,120503,130702
130703,La Libertad,Pacasmayo,Jequetepeque,120504,130703
130704,La Libertad,Pacasmayo,Pacasmayo,120506,130704
130705,La Libertad,Pacasmayo,San José,120508,130705
130801,La Libertad,Pataz,Tayabamba,120601,130801
130802,La Libertad,Pataz,Buldibuyo,120602,130802
130803,La Libertad,Pataz,Chillia,120603,130803
130804,La Libertad,Pataz,Huancaspata,120605,130804
130805,La Libertad,Pataz,Huaylillas,120604,130805
130806,La Libertad,Pataz,Huayo,120606,130806
130807,La Libertad,Pataz,Ongon,120607,130807
130808,La Libertad,Pataz,Parcoy,120608,130808
130809,La Libertad,Pataz,Pataz,120609,130809
130810,La Libertad,Pataz,Pias,120610,130810
130811,La Libertad,Pataz,Santiago de Challas,120613,130811
130812,La Libertad,Pataz,Taurija,120611,130812
130813,La Libertad,Pataz,Urpay,120612,130813
130901,La Libertad,Sánchez Carrión,Huamachuco,120301,130901
130902,La Libertad,Sánchez Carrión,Chugay,120304,130902
130903,La Libertad,Sánchez Carrión,Cochorco,120302,130903
130904,La Libertad,Sánchez Carrión,Curgos,120303,130904
130905,La Libertad,Sánchez Carrión,Marcabal,120305,130905
130906,La Libertad,Sánchez Carrión,Sanagoran,120306,130906
130907,La Libertad,Sánchez Carrión,Sarin,120307,130907
130908,La Libertad,Sánchez Carrión,Sartimbamba,120308,130908
131001,La Libertad,Santiago de Chuco,Santiago de Chuco,120701,131001
131002,La Libertad,Santiago de Chuco,Angasmarca,120708,131002
131003,La Libertad,Santiago de Chuco,Cachicadan,120702,131003
131004,La Libertad,Santiago de Chuco,Mollebamba,120703,131004
131005,La Libertad,Santiago de Chuco,Mollepata,120704,131005
131006,La Libertad,Santiago de Chuco,Quiruvilca,120705,131006
131007,La Libertad,Santiago de Chuco,Santa Cruz de Chuca,120706,131007
131008,La Libertad,Santiago de Chuco,Sitabamba,120707,131008
131101,La Libertad,Gran Chimú,Cascas,121101,131101
131102,La Libertad,Gran Chimú,Lucma,121102,131102
131103,La Libertad,Gran Chimú,Marmot,121103,
131104,La Libertad,Gran Chimú,Sayapullo,121104,131104
131201,La Libertad,Virú,Viru,121201,131201
131202,La Libertad,Virú,Chao,121202,131202
131203,La Libertad,Virú,Guadalupito,121203,131203
140101,Lambayeque,Chiclayo,Chiclayo,130101,140101
140102,Lambayeque,Chiclayo,Chongoyape,130102,140102
140103,Lambayeque,Chiclayo,Eten,130103,140103
140104,Lambayeque,Chiclayo,Eten Puerto,130104,140104
140105,Lambayeque,Chiclayo,José Leonardo Ortiz,130112,140105
140106,Lambayeque,Chiclayo,La Victoria,130115,140106
140107,Lambayeque,Chiclayo,Lagunas,130105,140107
140108,Lambayeque,Chiclayo,Monsefu,130106,140108
140109,Lambayeque,Chiclayo,Nueva Arica,130107,140109
140110,Lambayeque,Chiclayo,Oyotun,130108,140110
140111,Lambayeque,Chiclayo,Picsi,130109,140111
140112,Lambayeque,Chiclayo,Pimentel,130110,140112
140113,Lambayeque,Chiclayo,Reque,130111,140113
140114,Lambayeque,Chiclayo,Santa Rosa,130113,140114
140115,Lambayeque,Chiclayo,Saña,130114,140115
140116,Lambayeque,Chiclayo,Cayalti,130116,140116
140117,Lambayeque,Chiclayo,Patapo,130117,140117
140118,Lambayeque,Chiclayo,Pomalca,130118,140118
140119,Lambayeque,Chiclayo,Pucala,130119,140119
140120,Lambayeque,Chiclayo,Tuman,130120,140120
140201,Lambayeque,Ferreñafe,Ferreñafe,130201,140201
140202,Lambayeque,Ferreñafe,Cañaris,130203,140202
140203,Lambayeque,Ferreñafe,Incahuasi,130202,140203
140204,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,130206,140204
140205,Lambayeque,Ferreñafe,Pitipo,130204,140205
140206,Lambayeque,Ferreñafe,Pueblo Nuevo,130205,140206
140301,Lambayeque,Lambayeque,Lambayeque,130301,140301
140302,Lambayeque,Lambayeque,Chochope,130302,140302
140303,Lambayeque,Lambayeque,Illimo,130303,140303
140304,Lambayeque,Lambayeque,Jayanca,130304,140304
140305,Lambayeque,Lambayeque,Mochumi,130305,140305
140306,Lambayeque,Lambayeque,Morrope,130306,140306
140307,Lambayeque,Lambayeque,Motupe,130307,140307
140308,Lambayeque,Lambayeque,Olmos,130308,140308
140309,Lambayeque,Lambayeque,Pacora,130309,140309
140310,Lambayeque,Lambayeque,Salas,130310,140310
140311,Lambayeque,Lambayeque,San José,130311,140311
140312,Lambayeque,Lambayeque,Tucume,130312,140312
150101,Lima,Lima,Lima,140101,150101
150102,Lima,Lima,Ancón,140102,150102
150103,Lima,Lima,Ate,140103,150103
150104,Lima,Lima,Barranco,140125,150104
150105,Lima,Lima,Breña,140104,150105
150106,Lima,Lima,Carabayllo,140105,150106
150107,Lima,Lima,Chaclacayo,140107,150107
150108,Lima,Lima,Chorrillos,140108,150108
150109,Lima,Lima,Cieneguilla,140139,150109
150110,Lima,Lima,Comas,140106,150110
150111,Lima,Lima,El Agustino,140135,150111
150112,Lima,Lima,Independencia,140134,150112
150113,Lima,Lima,Jesús María,140133,150113
150114,Lima,Lima,La Molina,140110,150114
150115,Lima,Lima,La Victoria,140109,150115
150116,Lima,Lima,Lince,140111,150116
150117,Lima,Lima,Los Olivos,140142,150117
150118,Lima,Lima,Lurigancho,140112,150118
150119,Lima,Lima,Lurin,140113,150119
150120,Lima,Lima,Magdalena del Mar,140114,150120
150121,Lima,Lima,Pueblo Libre,140117,150121
150122,Lima,Lima,Miraflores,140115,150122
150123,Lima,Lima,Pachacamac,140116,150123
150124,Lima,Lima,Pucusana,140118,150124
150125,Lima,Lima,Puente Piedra,140119,150125
150126,Lima,Lima,Punta Hermosa,140120,150126
150127,Lima,Lima,Punta Negra,140121,150127
150128,Lima,Lima,Rímac,140122,150128
150129,Lima,Lima,San Bartolo,140123,150129
150130,Lima,Lima,San Borja,140140,150130
150131,Lima,Lima,San Isidro,140124,150131
150132,Lima,Lima,San Juan de Lurigancho,140137,150132
150133,Lima,Lima,San Juan de Miraflores,140136,150133
150134,Lima,Lima,San Luis,140138,150134
150135,Lima,Lima,San Martín de Porres,140126,150135
150136,Lima,Lima,San Miguel,140127,150136
150137,Lima,Lima,Santa Anita,140143,150137
150138,Lima,Lima,Santa María del Mar,140128,150138
150139,Lima,Lima,Santa Rosa,140129,150139
150140,Lima,Lima,Santiago de Surco,140130,150140
150141,Lima,Lima,Surquillo,140131,150141
150142,Lima,Lima,Villa El Salvador,140141,150142
150143,Lima,Lima,Villa María del Triunfo,140132,150143
150201,Lima,Barranca,Barranca,140901,150201
150202,Lima,Barranca,Paramonga,140902,150202
150203,Lima,Barranca,Pativilca,140903,150203
150204,Lima,Barranca,Supe,140904,150204
150205,Lima,Barranca,Supe Puerto,140905,150205
150301,Lima,Cajatambo,Cajatambo,140201,150301
150302,Lima,Cajatambo,Copa,140205,150302
150303,Lima,Cajatambo,Gorgor,140206,150303
150304,Lima,Cajatambo,Huancapon,140207,150304
150305,Lima,Cajatambo,Manas,140208,150305
150401,Lima,Canta,Canta,140301,150401
150402,Lima,Canta,Arahuay,140302,150402
150403,Lima,Canta,Huamantanga,140303,150403
150404,Lima,Canta,Huaros,140304,150404
150405,Lima,Canta,Lachaqui,140305,150405
150406,Lima,Canta,San Buenaventura,140306,150406
150407,Lima,Canta,Santa Rosa de Quives,140307,150407
150501,Lima,Cañete,San Vicente de Cañete,140401,150501
150502,Lima,Cañete,Asia,140416,150502
150503,Lima,Cañete,Calango,140402,150503
150504,Lima,Cañete,Cerro Azul,140403,150504
150505,Lima,Cañete,Chilca,140405,150505
150506,Lima,Cañete,Coayllo,140404,150506
150507,Lima,Cañete,Imperial,140406,150507
150508,Lima,Cañete,Lunahuana,140407,150508
150509,Lima,Cañete,Mala,140408,150509
150510,Lima,Cañete,Nuevo Imperial,140409,150510
150511,Lima,Cañete,Pacaran,140410,150511
150512,Lima,Cañete,Quilmana,140411,150512
150513,Lima,Cañete,San Antonio,140412,150513
150514,Lima,Cañete,San Luis,140413,150514
150515,Lima,Cañete,Santa Cruz de Flores,140414,150515
150516,Lima,Cañete,Zúñiga,140415,150516
150601,Lima,Huaral,Huaral,140801,150601
150602,Lima,Huaral,Atavillos Alto,140802,150602
150603,Lima,Huaral,Atavillos Bajo,140803,150603
150604,Lima,Huaral,Aucallama,140804,150604
150605,Lima,Huaral,Chancay,140805,150605
150606,Lima,Huaral,Ihuari,140806,150606
150607,Lima,Huaral,Lampian,140807,150607
150608,Lima,Huaral,Pacaraos,140808,150608
150609,Lima,Huaral,San Miguel de Acos,140809,150609
150610,Lima,Huaral,Santa Cruz de Andamarca,140811,150610
150611,Lima,Huaral,Sumbilca,140812,150611
150612,Lima,Huaral,Veintisiete de Noviembre,140810,150612
150701,Lima,Huarochirí,Matucana,140601,150701
150702,Lima,Huarochirí,Antioquia,140602,150702
150703,Lima,Huarochirí,Callahuanca,140603,150703
150704,Lima,Huarochirí,Carampoma,140604,150704
150705,Lima,Huarochirí,Chicla,140607,150705
150706,Lima,Huarochirí,Cuenca,,150706
150707,Lima,Huarochirí,Huachupampa,140630,150707
150708,Lima,Huarochirí,Huanza,140608,150708
150709,Lima,Huarochirí,Huarochiri,140609,150709
150710,Lima,Huarochirí,Lahuaytambo,140610,150710
150711,Lima,Huarochirí,Langa,140611,150711
150712,Lima,Huarochirí,Laraos,140631,150712
150713,Lima,Huarochirí,Mariatana,140612,150713
150714,Lima,Huarochirí,Ricardo Palma,140613,150714
150715,Lima,Huarochirí,San Andrés de Tupicocha,140614,150715
150716,Lima,Huarochirí,San Antonio,140615,150716
150717,Lima,Huarochirí,San Bartolomé,140616,150717
150718,Lima,Huarochirí,San Damian,140617,150718
150719,Lima,Huarochirí,San Juan de Iris,140632,150719
150720,Lima,Huarochirí,San Juan de Tantaranche,140619,150720
150721,Lima,Huarochirí,San Lorenzo de Quinti,140620,150721
150722,Lima,Huarochirí,San Mateo,140621,150722
150723,Lima,Huarochirí,San Mateo de Otao,140622,150723
150724,Lima,Huarochirí,San Pedro de Casta,140605,150724
150725,Lima,Huarochirí,San Pedro de Huancayre,140623,150725
150726,Lima,Huarochirí,Sangallaya,140618,150726
150727,Lima,Huarochirí,Santa Cruz de Cocachacra,140624,150727
150728,Lima,Huarochirí,Santa Eulalia,140625,150728
150729,Lima,Huarochirí,Santiago de Anchucaya,140626,150729
150730,Lima,Huarochirí,Santiago de Tuna,140627,150730
150731,Lima,Huarochirí,Santo Domingo de Los Olleros,140628,150731
150732,Lima,Huarochirí,Surco,140629,150732
150801,Lima,Huaura,Huacho,140501,150801
150802,Lima,Huaura,Ambar,140502,150802
150803,Lima,Huaura,Caleta de Carquin,140504,150803
150804,Lima,Huaura,Checras,140505,150804
150805,Lima,Huaura,Hualmay,140506,150805
150806,Lima,Huaura,Huaura,140507,150806
150807,Lima,Huaura,Leoncio Prado,140508,150807
150808,Lima,Huaura,Paccho,140509,150808
150809,Lima,Huaura,Santa Leonor,140511,150809
150810,Lima,Huaura,Santa María,140512,150810
150811,Lima,Huaura,Sayan,140513,150811
150812,Lima,Huaura,Vegueta,140516,150812
150901,Lima,Oyón,Oyon,141001,150901
150902,Lima,Oyón,Andajes,141004,150902
150903,Lima,Oyón,Caujul,141003,150903
150904,Lima,Oyón,Cochamarca,141006,150904
150905,Lima,Oyón,Navan,141002,150905
150906,Lima,Oyón,Pachangara,141005,150906
151001,Lima,Yauyos,Yauyos,140701,151001
151002,Lima,Yauyos,Alis,140702,151002
151003,Lima,Yauyos,Allauca,140703,151003
151004,Lima,Yauyos,Ayaviri,140704,151004
151005,Lima,Yauyos,Azángaro,140705,151005
151006,Lima,Yauyos,Cacra,140706,151006
151007,Lima,Yauyos,Carania,140707,151007
151008,Lima,Yauyos,Catahuasi,140733,151008
151009,Lima,Yauyos,Chocos,140710,151009
151010,Lima,Yauyos,Cochas,140708,151010
151011,Lima,Yauyos,Colonia,140709,151011
151012,Lima,Yauyos,Hongos,140730,151012
151013,Lima,Yauyos,Huampara,140711,151013
151014,Lima,Yauyos,Huancaya,140712,151014
151015,Lima,Yauyos,Huangascar,140713,151015
151016,Lima,Yauyos,Huantan,140714,151016
151017,Lima,Yauyos,Huañec,140715,151017
151018,Lima,Yauyos,Laraos,140716,151018
151019,Lima,Yauyos,Lincha,140717,151019
151020,Lima,Yauyos,Madean,140731,151020
151021,Lima,Yauyos,Miraflores,140718,151021
151022,Lima,Yauyos,Omas,140719,151022
151023,Lima,Yauyos,Putinza,140732,151023
151024,Lima,Yauyos,Quinches,140720,151024
151025,Lima,Yauyos,Quinocay,140721,151025
151026,Lima,Yauyos,San Joaquín,140722,151026
151027,Lima,Yauyos,San Pedro de Pilas,140723,151027
151028,Lima,Yauyos,Tanta,140724,151028
151029,Lima,Yauyos,Tauripampa,140725,151029
151030,Lima,Yauyos,Tomas,140727,151030
151031,Lima,Yauyos,Tupe,140726,151031
151032,Lima,Yauyos,Viñac,140728,151032
151033,Lima,Yauyos,Vitis,140729,151033
160101,Loreto,Maynas,Iquitos,150101,160101
160102,Loreto,Maynas,Alto Nanay,150102,160102
160103,Loreto,Maynas,Fernando Lores,150103,160103
160104,Loreto,Maynas,Indiana,150110,160104
160105,Loreto,Maynas,Las Amazonas,150104,160105
160106,Loreto,Maynas,Mazan,150105,160106
160107,Loreto,Maynas,Napo,150106,160107
160108,Loreto,Maynas,Punchana,150111,160108
160110,Loreto,Maynas,Torres Causana,150108,160110
160112,Loreto,Maynas,Belén,150112,160112
160113,Loreto,Maynas,San Juan Bautista,150113,160113
160201,Loreto,Alto Amazonas,Yurimaguas,150201,160201
160202,Loreto,Alto Amazonas,Balsapuerto,150202,160202
160205,Loreto,Alto Amazonas,Jeberos,150205,160205
160206,Loreto,Alto Amazonas,Lagunas,150206,160206
160210,Loreto,Alto Amazonas,Santa Cruz,150210,160210
160211,Loreto,Alto Amazonas,Teniente Cesar López Rojas,150211,160211
160301,Loreto,Loreto,Nauta,150301,160301
160302,Loreto,Loreto,Parinari,150302,160302
160303,Loreto,Loreto,Tigre,150303,160303
160304,Loreto,Loreto,Trompeteros,150305,160304
160305,Loreto,Loreto,Urarinas,150304,160305
160401,Loreto,Mariscal Ramón Castilla,Ramón Castilla,150601,160401
160402,Loreto,Mariscal Ramón Castilla,Pebas,150602,160402
160403,Loreto,Mariscal Ramón Castilla,Yavari,150603,160403
160404,Loreto,Mariscal Ramón Castilla,San Pablo,150604,160404
160501,Loreto,Requena,Requena,150401,160501
160502,Loreto,Requena,Alto Tapiche,150402,160502
160503,Loreto,Requena,Capelo,150403,160503
160504,Loreto,Requena,Emilio San Martín,150404,160504
160505,Loreto,Requena,Maquia,150405,160505
160506,Loreto,Requena,Puinahua,150406,160506
160507,Loreto,Requena,Saquena,150407,160507
160508,Loreto,Requena,Soplin,150408,160508
160509,Loreto,Requena,Tapiche,150409,160509
160510,Loreto,Requena,Jenaro Herrera,150410,160510
160511,Loreto,Requena,Yaquerana,150411,160511
160601,Loreto,Ucayali,Contamana,150501,160601
160602,Loreto,Ucayali,Inahuaya,150506,160602
160603,Loreto,Ucayali,Padre Márquez,150503,160603
160604,Loreto,Ucayali,Pampa Hermosa,150504,160604
160605,Loreto,Ucayali,Sarayacu,150505,160605
160606,Loreto,Ucayali,Vargas Guerra,150502,160606
160701,Loreto,Datem del Marañón,Barranca,150701,160701
160702,Loreto,Datem del Marañón,Cahuapanas,150703,160702
160703,Loreto,Datem del Marañón,Manseriche,150704,160703
160704,Loreto,Datem del Marañón,Morona,150705,160704
160705,Loreto,Datem del Marañón,Pastaza,150706,160705
160706,Loreto,Datem del Marañón,Andoas,150702,160706
160801,Loreto,Putumayo,Putumayo,150107,160109
160802,Loreto,Putumayo,Rosa Panduro,,
160803,Loreto,Putumayo,Teniente Manuel Clavero,150114,160114
160804,Loreto,Putumayo,Yaguas,,
170101,Madre de Dios,Tambopata,Tambopata,160101,170101
170102,Madre de Dios,Tambopata,Inambari,160102,170102
170103,Madre de Dios,Tambopata,Las Piedras,160103,170103
170104,Madre de Dios,Tambopata,Laberinto,160104,170104
170201,Madre de Dios,Manu,Manu,160201,170201
170202,Madre de Dios,Manu,Fitzcarrald,160202,170202
170203,Madre de Dios,Manu,Madre de Dios,160203,170203
170204,Madre de Dios,Manu,Huepetuhe,160204,170204
170301,Madre de Dios,Tahuamanu,Iñapari,160301,170301
170302,Madre de Dios,Tahuamanu,Iberia,160302,170302
170303,Madre de Dios,Tahuamanu,Tahuamanu,160303,170303
180101,Moquegua,Mariscal Nieto,Moquegua,170101,180101
180102,Moquegua,Mariscal Nieto,Carumas,170102,180102
180103,Moquegua,Mariscal Nieto,Cuchumbaya,170103,180103
180104,Moquegua,Mariscal Nieto,Samegua,170106,180104
180105,Moquegua,Mariscal Nieto,San Cristóbal,170104,180105
180106,Moquegua,Mariscal Nieto,Torata,170105,180106
180201,Moquegua,General Sánchez Cerro,Omate,170201,180201
180202,Moquegua,General Sánchez Cerro,Chojata,170203,180202
180203,Moquegua,General Sánchez Cerro,Coalaque,170202,180203
180204,Moquegua,General Sánchez Cerro,Ichuña,170204,180204
180205,Moquegua,General Sánchez Cerro,La Capilla,170205,180205
180206,Moquegua,General Sánchez Cerro,Lloque,170206,180206
180207,Moquegua,General Sánchez Cerro,Matalaque,170207,180207
